MSSubClass,MSZoning,LotArea,LotShape,LandContour,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,Heating,CentralAir,Electrical,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageArea,MoSold,YrSold,SaleCondition,SalePrice,TotalSF
70,RM,9600,Reg,Lvl,1Fam,2Story,7,9,1928,GasA,Y,SBrkr,1378,2,3,1,7,1,Detchd,360,10,2008,Normal,161000,2067
20,RL,9600,Reg,Lvl,1Fam,1Story,5,6,1959,GasA,Y,SBrkr,1041,1,3,1,6,0,Attchd,270,7,2009,Normal,124500,2082
20,RL,14559,Reg,Lvl,1Fam,1Story,5,7,1951,GasA,Y,SBrkr,1363,1,2,1,6,2,CarPort,288,6,2009,Normal,164900,2371
120,RL,6792,IR1,Lvl,TwnhsE,1Story,7,5,2005,GasA,Y,SBrkr,1368,2,2,1,6,1,Attchd,474,3,2006,Partial,202665,2736
20,RL,9100,Reg,Lvl,1Fam,1Story,5,5,1958,GasA,Y,SBrkr,864,1,3,1,5,0,Detchd,624,7,2006,Normal,129900,1728
20,RL,9187,Reg,Bnk,1Fam,1Story,6,5,1983,GasA,Y,SBrkr,1080,1,3,1,5,0,Attchd,484,6,2007,Normal,134000,2164
45,RL,10594,Reg,Lvl,1Fam,1.5Unf,5,5,1926,Grav,N,SBrkr,789,1,2,1,5,0,Detchd,200,6,2007,Normal,96500,1557
20,RL,12220,Reg,Lvl,1Fam,1Story,10,5,2009,GasA,Y,SBrkr,2020,2,3,1,9,1,Attchd,900,9,2009,Partial,402861,4026
80,RL,10448,IR1,Lvl,1Fam,SLvl,6,6,1972,GasA,Y,SBrkr,2119,2,3,1,7,1,Attchd,583,8,2009,Abnorml,158000,2808
60,RL,10208,IR1,Lvl,1Fam,2Story,7,5,1996,GasA,Y,SBrkr,2344,2,3,1,7,1,Attchd,889,7,2009,Normal,265000,3608
60,RL,9531,IR1,Lvl,1Fam,2Story,6,5,1998,GasA,Y,SBrkr,1796,2,3,1,7,0,Attchd,546,5,2007,Normal,211000,2590
70,RL,10918,Reg,Lvl,1Fam,2Story,7,9,1926,GasA,Y,SBrkr,2080,1,3,1,9,2,Detchd,282,6,2009,Normal,234000,3356
190,RL,10800,Reg,Lvl,2fmCon,2Story,4,7,1900,GasA,N,FuseA,1294,2,3,2,7,0,,0,8,2008,Normal,106250,1294
20,RL,11988,IR1,Lvl,1Fam,1Story,6,6,1957,GasA,Y,FuseA,1244,1,3,1,6,2,Attchd,336,5,2007,Normal,150000,2488
50,RM,5000,Reg,Lvl,1Fam,1.5Fin,6,7,1947,GasA,Y,SBrkr,1664,2,3,1,7,2,Detchd,420,10,2006,Normal,159000,2668
60,RL,40094,IR1,Bnk,1Fam,2Story,10,5,2007,GasA,Y,SBrkr,4676,3,3,1,11,1,BuiltIn,884,10,2007,Partial,184750,7814
60,RL,11787,IR1,Lvl,1Fam,2Story,7,5,1996,GasA,Y,SBrkr,2398,2,3,1,8,1,Attchd,834,8,2007,Normal,315750,3777
20,FV,7500,Reg,Lvl,1Fam,1Story,7,5,2005,GasA,Y,SBrkr,1266,2,3,1,6,1,Attchd,453,4,2006,Normal,176000,2523
20,RL,13300,Reg,Lvl,1Fam,1Story,5,7,1956,GasA,Y,SBrkr,928,1,2,1,4,0,Attchd,252,6,2007,Normal,132000,1856
60,RL,14948,IR1,Lvl,1Fam,2Story,9,5,2008,GasA,Y,SBrkr,2713,2,3,1,11,1,Attchd,858,11,2008,Partial,446261,4165
30,RL,9098,IR1,Lvl,1Fam,1Story,4,7,1920,GasA,Y,SBrkr,605,1,2,1,5,0,,0,7,2007,Normal,86000,1133
20,RL,32668,IR1,Lvl,1Fam,1Story,6,3,1957,GasA,Y,SBrkr,2515,3,4,2,9,2,Attchd,484,3,2007,Alloca,200624,4550
80,RL,10200,Reg,Lvl,1Fam,SLvl,6,5,1988,GasA,Y,SBrkr,1509,2,3,1,5,1,Attchd,600,8,2008,Abnorml,175000,2970
70,RM,6155,IR1,Lvl,1Fam,2Story,6,8,1920,GasA,Y,SBrkr,1362,2,3,1,6,0,Detchd,502,6,2008,Normal,128000,1973
20,RL,7200,Reg,Lvl,1Fam,1Story,5,7,1955,GasA,Y,SBrkr,827,1,2,1,5,1,Detchd,392,4,2010,Normal,107500,827
20,RL,5000,Reg,Low,1Fam,1Story,1,3,1946,GasA,N,FuseF,334,1,1,1,2,0,,0,1,2007,Normal,39300,334
60,RL,9056,IR1,Lvl,1Fam,2Story,8,5,2004,GasA,Y,SBrkr,1414,2,3,1,6,1,Attchd,403,10,2006,Normal,178000,2121
190,RL,7000,Reg,Lvl,2fmCon,2Story,5,7,1910,GasA,Y,SBrkr,1347,1,3,1,5,0,,0,1,2008,Normal,107500,2464
60,RL,8924,IR1,Lvl,1Fam,2Story,7,5,1998,GasA,Y,SBrkr,1724,2,3,1,8,0,Attchd,527,7,2008,Normal,188000,2604
20,RL,12735,IR1,Lvl,1Fam,1Story,4,5,1972,GasA,Y,SBrkr,864,1,3,1,5,0,Detchd,576,4,2008,Normal,111250,1728
20,RL,11553,IR1,Lvl,1Fam,1Story,5,5,1968,GasA,Y,SBrkr,1159,1,3,1,7,1,Attchd,336,7,2006,Normal,158000,2210
20,RL,11423,Reg,Lvl,1Fam,1Story,8,5,2001,GasA,Y,SBrkr,1601,2,3,1,6,1,Attchd,670,5,2010,Normal,272000,3182
20,RL,14601,Reg,Lvl,1Fam,1Story,9,5,2006,GasA,Y,SBrkr,1838,2,2,1,8,1,Attchd,765,3,2009,Normal,315000,3676
60,RL,11000,Reg,Lvl,1Fam,2Story,8,5,2000,GasA,Y,SBrkr,2285,2,4,1,8,1,BuiltIn,648,6,2007,Normal,248000,3254
20,RL,10140,Reg,Lvl,1Fam,1Story,7,5,1998,GasA,Y,SBrkr,1680,2,3,1,7,1,Attchd,583,6,2009,Normal,213250,3330
120,RH,4058,Reg,Lvl,TwnhsE,SFoyer,7,5,1998,GasA,Y,SBrkr,767,1,1,1,4,0,Attchd,367,6,2007,Normal,133000,1490
60,RL,17104,IR1,Lvl,1Fam,2Story,7,5,2006,GasA,Y,SBrkr,1496,2,3,1,7,1,Attchd,426,9,2006,Partial,179665,2150
50,RL,13837,IR1,Lvl,1Fam,1.5Fin,7,5,1988,GasA,Y,SBrkr,2183,2,4,1,9,0,Attchd,786,2,2006,Normal,229000,3387
50,RL,8737,IR1,Bnk,1Fam,1.5Fin,6,7,1923,GasA,Y,FuseA,1635,1,3,1,6,1,Detchd,440,5,2007,Normal,210000,2700
85,RL,7244,Reg,Lvl,1Fam,SFoyer,5,7,1970,GasA,Y,SBrkr,768,1,2,1,5,0,Detchd,624,4,2007,Normal,129500,1536
20,RM,8235,IR1,HLS,1Fam,1Story,5,7,1955,GasA,Y,SBrkr,825,1,2,1,4,0,Detchd,720,6,2008,Normal,125000,1650
60,FV,9375,Reg,Lvl,1Fam,2Story,7,5,2003,GasA,Y,SBrkr,2094,2,4,1,8,1,BuiltIn,615,11,2009,Normal,263000,3006
120,RL,4043,Reg,Lvl,TwnhsE,1Story,6,6,1977,GasA,Y,SBrkr,1069,2,2,1,4,0,Attchd,440,10,2008,Abnorml,140000,2138
20,RM,6000,Reg,Lvl,1Fam,1Story,5,6,1957,GasA,Y,FuseA,928,1,3,1,5,0,Attchd,288,6,2008,Normal,112500,1856
20,RL,11146,IR1,Lvl,1Fam,1Story,8,5,2006,GasA,Y,SBrkr,1717,2,3,1,7,1,Attchd,908,7,2009,Normal,255500,3426
20,RL,8777,Reg,Lvl,1Fam,1Story,4,5,1949,GasA,Y,SBrkr,1126,2,2,1,5,0,Detchd,520,5,2009,Normal,108000,1126
60,RL,10625,Reg,Lvl,1Fam,2Story,7,5,2003,GasA,Y,SBrkr,2046,2,3,1,8,1,BuiltIn,871,8,2008,Normal,284000,3044
45,RM,6380,Reg,Lvl,1Fam,1.5Unf,5,6,1922,GasA,Y,FuseA,1048,1,2,1,5,1,Detchd,280,8,2006,Normal,113000,2041
20,RL,14850,IR1,Lvl,1Fam,1Story,5,5,1957,GasA,Y,FuseA,1092,1,2,1,6,1,Attchd,299,5,2006,Normal,141000,2184
50,C (all),11040,Reg,Low,1Fam,1.5Fin,4,6,1920,GasA,Y,SBrkr,1336,1,3,1,7,0,CarPort,570,9,2006,Normal,108000,1973
60,RL,21872,IR2,HLS,1Fam,2Story,7,5,1996,GasA,Y,SBrkr,1446,2,3,1,6,1,Attchd,406,8,2008,Normal,175000,2175
120,RL,3196,Reg,Lvl,TwnhsE,1Story,7,5,2003,GasA,Y,SBrkr,1557,2,2,1,7,1,Attchd,420,10,2006,Normal,234000,2931
20,RL,11341,IR1,Lvl,1Fam,1Story,5,6,1957,GasA,Y,SBrkr,1392,1,3,1,5,1,Detchd,528,5,2010,Normal,121500,2784
20,RL,10010,Reg,Lvl,1Fam,1Story,5,5,1974,GasA,Y,SBrkr,1389,1,2,1,6,1,Attchd,418,4,2006,Normal,170000,2778
30,RL,13907,Reg,Lvl,1Fam,1Story,5,6,1940,GasA,Y,SBrkr,996,1,3,1,6,1,,0,7,2008,Normal,108000,1992
50,RL,21780,Reg,Lvl,1Fam,1.5Fin,6,7,1918,GasA,Y,SBrkr,1674,2,4,1,8,1,Detchd,396,7,2008,Normal,185000,2837
60,RL,13346,IR1,Lvl,1Fam,2Story,7,5,1992,GasA,Y,SBrkr,2295,2,4,1,9,1,Attchd,590,7,2006,Normal,268000,3390
70,RL,6858,Reg,Bnk,1Fam,2Story,6,4,1915,GasA,N,FuseF,1647,1,4,1,6,0,Detchd,216,5,2010,Normal,128000,2453
60,RL,11198,IR1,Lvl,1Fam,2Story,9,5,2005,GasA,Y,SBrkr,2504,2,4,1,11,1,BuiltIn,656,6,2008,Normal,325000,3626
20,RL,10171,IR1,Lvl,1Fam,1Story,7,5,2004,GasA,Y,SBrkr,1535,2,3,1,7,0,Attchd,532,3,2010,Normal,214000,3052
50,RL,12327,IR1,Low,1Fam,1.5Fin,8,8,1983,GasA,Y,SBrkr,2132,1,1,1,5,1,BuiltIn,612,9,2009,Normal,316600,3628
90,RL,7032,IR1,Lvl,Duplex,SFoyer,5,5,1979,GasA,Y,SBrkr,943,1,2,1,4,2,Detchd,600,12,2006,Normal,135960,1886
90,RL,13101,IR1,Lvl,Duplex,1Story,5,5,1965,GasA,Y,SBrkr,1728,2,6,2,10,0,Detchd,576,11,2008,Normal,142600,3456
20,RL,7332,Reg,Lvl,1Fam,1Story,6,6,1959,GasA,Y,SBrkr,864,1,2,1,4,0,Attchd,288,10,2006,Abnorml,120000,1728
60,RL,13159,IR1,HLS,1Fam,2Story,7,5,2009,GasA,Y,SBrkr,1692,2,3,1,6,0,Attchd,650,7,2009,Partial,224500,2538
80,RL,9967,IR1,Lvl,1Fam,SLvl,7,5,2000,GasA,Y,SBrkr,1430,2,3,1,8,1,BuiltIn,400,12,2007,Normal,170000,1814
80,RL,10500,Reg,Lvl,1Fam,SLvl,5,7,1971,GasA,Y,SBrkr,1109,1,3,1,5,0,BuiltIn,288,12,2007,Normal,139000,1481
50,RL,8480,Reg,Lvl,1Fam,1.5Fin,5,5,1947,GasA,Y,SBrkr,1216,1,2,1,6,0,Detchd,336,10,2008,Abnorml,118500,2048
50,RL,6292,Reg,Lvl,1Fam,1.5Fin,7,7,1928,GasA,Y,SBrkr,1477,2,3,1,6,1,Detchd,216,8,2009,Normal,145000,2338
80,RL,11777,IR1,Lvl,1Fam,SLvl,5,6,1966,GasA,Y,SBrkr,1320,1,3,1,6,2,Attchd,564,5,2006,Abnorml,164500,2484
160,FV,3604,Reg,Lvl,TwnhsE,2Story,7,5,2007,GasA,Y,SBrkr,1392,2,2,1,5,0,Detchd,540,2,2008,Abnorml,146000,2081
50,RM,12150,Reg,Lvl,1Fam,1.5Fin,5,5,1954,GasA,N,FuseF,1795,2,4,1,7,0,Attchd,352,11,2008,Normal,131500,2845
20,RL,14585,IR1,Lvl,1Fam,1Story,6,6,1960,GasA,Y,SBrkr,1429,1,3,1,7,2,Attchd,572,6,2007,Normal,181900,2573
20,RL,12704,Reg,Lvl,1Fam,1Story,8,5,2008,GasA,Y,SBrkr,2042,2,3,1,8,1,Attchd,1390,8,2009,Partial,253293,4084
90,RL,11841,Reg,Lvl,Duplex,SFoyer,6,5,1990,GasA,Y,SBrkr,816,1,3,1,5,0,,0,5,2007,Normal,118500,1632
75,RM,13500,Reg,Lvl,1Fam,2.5Unf,10,9,1893,GasA,Y,SBrkr,2775,3,3,1,9,1,Detchd,880,7,2008,Normal,325000,4012
50,RM,6120,Reg,Lvl,1Fam,1.5Fin,4,7,1935,GasA,Y,SBrkr,1573,1,3,1,6,0,Detchd,240,7,2009,Normal,133000,2457
20,RL,11443,Reg,Lvl,1Fam,1Story,8,5,2005,GasA,Y,SBrkr,2028,2,2,1,7,2,Attchd,880,3,2006,Partial,369900,3896
30,RL,10267,Reg,Lvl,1Fam,1Story,6,7,1918,GasA,Y,SBrkr,838,1,2,1,5,0,Detchd,275,5,2008,Normal,130000,1654
85,RL,8740,IR1,Lvl,1Fam,SFoyer,5,6,1982,GasA,Y,SBrkr,860,1,2,1,4,0,Detchd,528,7,2009,Normal,137000,1700
20,RL,25095,IR1,Low,1Fam,1Story,5,8,1968,GasA,Y,SBrkr,1473,1,1,1,5,2,Attchd,452,6,2009,Partial,143000,2910
40,RM,9100,Reg,Lvl,1Fam,1Story,5,6,1930,GasA,Y,FuseA,935,1,2,1,4,0,Detchd,308,8,2008,Normal,79500,1521
60,RL,8320,Reg,Lvl,1Fam,2Story,7,5,2004,GasA,Y,SBrkr,1582,2,3,1,6,0,Attchd,520,9,2008,Normal,185900,2352
60,RL,13478,IR1,Lvl,1Fam,2Story,10,5,2008,GasA,Y,SBrkr,2296,2,3,1,10,1,BuiltIn,842,6,2009,Normal,451950,4018
20,RL,6600,Reg,Lvl,1Fam,1Story,5,8,1982,GasA,Y,SBrkr,816,1,2,1,4,0,Detchd,816,6,2008,Normal,138000,1632
120,RM,4435,Reg,Lvl,TwnhsE,1Story,6,5,2003,GasA,Y,SBrkr,848,1,1,1,4,0,Attchd,420,5,2009,Normal,140000,1696
20,RL,7990,IR1,Lvl,1Fam,1Story,5,6,1975,GasA,Y,SBrkr,924,1,3,1,5,0,Detchd,280,4,2008,Normal,110000,1848
20,RL,11302,IR1,Lvl,1Fam,1Story,8,5,2005,GasA,Y,SBrkr,1826,2,3,1,7,1,Attchd,758,8,2006,Partial,319000,3640
70,RM,3600,Reg,Lvl,1Fam,2Story,6,7,1910,GasA,N,FuseA,1368,1,3,1,7,0,Detchd,216,10,2006,Normal,114504,2052
120,RL,3922,Reg,Lvl,TwnhsE,1Story,7,5,2006,GasA,Y,SBrkr,1402,0,2,1,7,1,Attchd,648,2,2007,Partial,194201,2660
20,RL,12984,Reg,Bnk,1Fam,1Story,5,6,1977,GasA,Y,SBrkr,1647,2,3,1,7,1,Attchd,621,3,2006,Normal,217500,3077
160,RM,1950,Reg,Lvl,Twnhs,2Story,6,6,1980,GasA,Y,SBrkr,1556,2,3,1,6,1,Attchd,452,7,2008,Normal,151000,2272
60,RL,10927,Reg,Lvl,1Fam,2Story,8,5,2005,GasA,Y,SBrkr,1904,2,3,1,8,1,BuiltIn,736,6,2006,Normal,275000,2962
50,RM,9000,Reg,Bnk,1Fam,1.5Fin,6,6,1937,GasA,Y,SBrkr,1375,1,3,1,6,1,Detchd,544,12,2007,Normal,141000,2155
60,RL,10041,IR1,Lvl,1Fam,2Story,8,5,1992,GasA,Y,SBrkr,1915,2,3,1,8,1,Attchd,506,2,2006,Abnorml,220000,2823
160,FV,3182,Reg,Lvl,TwnhsE,2Story,7,5,2004,GasA,Y,SBrkr,1200,2,2,1,4,0,Detchd,480,6,2010,Normal,151000,1800
20,RL,12803,IR1,Lvl,1Fam,1Story,7,5,2002,GasA,Y,SBrkr,1494,2,3,1,6,1,Attchd,530,9,2008,Normal,221000,2988
60,RL,13600,Reg,Lvl,1Fam,2Story,7,6,1965,GasA,Y,SBrkr,1986,2,3,1,7,3,Attchd,486,10,2009,Normal,205000,2754
20,RL,12464,IR2,Low,1Fam,1Story,5,5,1996,GasA,Y,SBrkr,1040,1,3,1,6,0,Detchd,576,11,2009,Normal,152000,2080
20,RL,7800,Reg,Bnk,1Fam,2Story,5,8,1948,GasA,Y,SBrkr,2008,3,3,1,8,0,Attchd,230,8,2006,Normal,225000,2904
70,RL,12168,Reg,HLS,1Fam,2Story,8,6,1934,GasA,Y,SBrkr,3194,2,4,1,10,2,Basment,380,9,2007,Alloca,359100,4159
20,RL,7943,Reg,Lvl,1Fam,1Story,4,5,1961,GasA,Y,SBrkr,1029,1,3,1,5,0,Attchd,261,4,2007,Normal,118500,2058
60,RL,11050,Reg,Lvl,1Fam,2Story,9,5,2000,GasA,Y,SBrkr,2153,2,3,1,8,2,Attchd,736,5,2009,Normal,313000,3593
80,RL,10395,IR1,Lvl,1Fam,SLvl,6,6,1978,GasA,Y,SBrkr,1032,2,3,1,6,1,Attchd,564,7,2007,Normal,148000,2064
60,RL,11885,Reg,Lvl,1Fam,2Story,8,5,2001,GasA,Y,SBrkr,1872,2,3,1,7,1,BuiltIn,531,11,2009,Normal,261500,3171
20,RL,8402,Reg,Lvl,1Fam,1Story,5,5,2007,GasA,Y,SBrkr,1120,1,3,1,6,0,,0,12,2007,Partial,147000,2240
180,RM,1491,Reg,Lvl,TwnhsE,SFoyer,4,6,1972,GasA,Y,SBrkr,630,1,1,1,3,0,,0,5,2010,Normal,75500,1260
85,RL,8800,Reg,Lvl,1Fam,SFoyer,6,7,1963,GasA,Y,SBrkr,1054,1,3,1,6,0,Attchd,480,5,2010,Abnorml,137500,1990
60,RL,7861,IR1,Lvl,1Fam,2Story,6,5,2002,GasA,Y,SBrkr,1509,2,3,1,7,1,Attchd,393,6,2006,Normal,183200,2292
45,RL,7227,Reg,HLS,1Fam,1.5Unf,6,6,1954,GasA,Y,SBrkr,832,1,2,1,4,0,Detchd,528,6,2008,Normal,105500,1664
20,RL,11694,Reg,Lvl,1Fam,1Story,9,5,2007,GasA,Y,SBrkr,1828,2,3,1,9,1,Attchd,774,7,2007,Partial,314813,3650
60,RL,12244,Reg,Lvl,1Fam,2Story,8,5,2003,GasA,Y,SBrkr,2262,2,4,1,10,2,Attchd,749,8,2008,Normal,305000,3744
30,RL,8248,Reg,Lvl,1Fam,1Story,3,3,1914,GasA,N,FuseF,864,1,2,1,5,0,,0,9,2008,Normal,67000,1728
60,RL,10800,Reg,Lvl,1Fam,2Story,6,7,1974,GasA,Y,SBrkr,2614,2,4,1,9,1,Attchd,624,6,2008,Normal,240000,4136
20,RL,7064,Reg,Lvl,1Fam,1Story,5,6,1977,GasA,Y,SBrkr,980,1,3,1,6,0,Detchd,484,7,2009,Normal,135000,1960
160,FV,2117,Reg,Lvl,TwnhsE,2Story,6,5,2000,GasA,Y,SBrkr,1512,2,2,1,4,1,Detchd,440,6,2007,Normal,168500,2268
60,RL,10400,Reg,Lvl,1Fam,2Story,6,5,1972,GasA,Y,SBrkr,1790,1,4,1,8,1,Attchd,484,11,2006,Normal,165150,2522
20,RL,10000,IR1,Lvl,1Fam,1Story,6,6,1962,GasA,Y,SBrkr,1116,1,3,1,5,0,Attchd,440,2,2010,Normal,160000,2232
20,RL,12342,IR1,Lvl,1Fam,1Story,5,5,1960,GasA,Y,SBrkr,1422,1,3,1,6,1,Attchd,286,8,2007,Normal,139900,2400
80,RL,9600,Reg,Lvl,1Fam,SLvl,6,6,1955,GasA,Y,SBrkr,1520,1,3,1,7,2,Basment,364,3,2010,Normal,153000,2676
60,RL,11606,IR1,HLS,1Fam,2Story,5,5,1969,GasA,Y,SBrkr,2080,1,5,1,9,2,Attchd,504,9,2007,Family,135000,3120
80,RL,9020,Reg,Lvl,1Fam,SLvl,6,5,1964,GasA,Y,SBrkr,1350,1,3,1,6,0,Attchd,520,6,2008,Normal,168500,2598
70,RM,9000,Reg,Lvl,1Fam,2Story,5,6,1880,GasA,Y,FuseA,1750,1,3,1,8,0,Detchd,240,6,2006,Abnorml,124000,2386
120,RL,4590,Reg,Lvl,Twnhs,1Story,8,5,2006,GasA,Y,SBrkr,1554,2,2,1,6,1,Attchd,627,8,2007,Normal,209500,3108
20,RL,11900,Reg,Lvl,1Fam,1Story,7,5,1977,GasA,Y,SBrkr,1411,2,3,1,6,1,Attchd,544,4,2009,Family,82500,2797
20,RL,9250,Reg,Lvl,1Fam,1Story,5,7,1954,GasA,Y,SBrkr,1056,1,3,1,6,0,Attchd,260,7,2007,Normal,139400,2112
90,RL,6979,Reg,Lvl,Duplex,SFoyer,6,5,1980,GasA,Y,SBrkr,1056,0,0,2,4,0,Detchd,576,6,2010,Normal,144000,2112
190,RH,10896,Reg,Bnk,2fmCon,2.5Fin,6,7,1914,GasA,Y,FuseA,3395,2,8,2,14,0,,0,3,2007,Abnorml,200000,4320
30,RM,6120,Reg,Lvl,1Fam,1Story,2,3,1936,Grav,N,FuseA,800,1,1,1,4,1,,0,1,2009,Normal,60000,1064
190,RM,6000,Reg,Lvl,2fmCon,1.5Fin,5,4,1954,GasA,Y,FuseA,1387,2,3,2,7,0,BuiltIn,256,11,2009,Normal,93000,2198
30,RL,8777,Reg,Lvl,1Fam,1Story,5,7,1910,GasA,Y,FuseA,796,1,2,1,4,0,,0,5,2008,Normal,85000,1592
120,RL,3982,Reg,Lvl,TwnhsE,1Story,8,5,2006,GasA,Y,SBrkr,1567,2,1,1,7,1,Attchd,648,10,2006,Partial,264561,3087
120,RL,12677,IR1,Lvl,TwnhsE,1Story,8,5,2003,GasA,Y,SBrkr,1518,1,1,1,6,1,Attchd,588,4,2008,Normal,274000,3036
60,FV,7050,Reg,Lvl,1Fam,2Story,7,5,2001,GasA,Y,SBrkr,1929,2,3,1,7,1,Attchd,650,5,2007,Normal,226000,2986
80,RL,13860,Reg,Lvl,1Fam,SLvl,8,7,1972,GasA,Y,SBrkr,2704,2,4,1,9,3,Attchd,538,7,2009,Normal,345000,4656
60,RL,10793,Reg,Lvl,1Fam,2Story,5,5,1969,GasA,Y,SBrkr,1620,2,4,1,7,0,Attchd,462,4,2007,Normal,152000,2400
20,FV,9187,Reg,Lvl,1Fam,1Story,9,5,2009,GasA,Y,SBrkr,1766,2,2,1,7,1,Attchd,478,10,2009,Partial,370878,3532
20,RL,10530,IR1,Lvl,1Fam,1Story,6,5,1971,GasA,Y,SBrkr,981,1,3,1,5,0,Detchd,576,3,2007,Normal,143250,1962
20,RL,7200,Reg,Lvl,1Fam,1Story,5,5,1950,GasA,Y,SBrkr,1048,1,3,1,7,0,Detchd,420,7,2008,Normal,98300,1048
20,RL,10452,IR1,Lvl,1Fam,1Story,6,5,1953,GasA,Y,SBrkr,1094,1,3,1,5,2,Attchd,495,6,2008,Normal,155000,2188
60,RL,7700,Reg,Lvl,1Fam,2Story,6,5,1966,GasA,Y,SBrkr,1839,1,4,1,7,1,Attchd,442,6,2010,Normal,155000,2595
180,RM,1936,Reg,Lvl,Twnhs,SFoyer,4,6,1970,GasA,Y,SBrkr,630,1,1,1,3,0,,0,12,2007,Normal,84500,1260
60,FV,8125,Reg,Lvl,1Fam,2Story,7,6,2007,GasA,Y,SBrkr,1665,2,3,1,7,0,Attchd,562,5,2008,Normal,205950,2478
70,RL,9084,Reg,Lvl,1Fam,2Story,4,5,1940,GasA,Y,SBrkr,1510,1,4,1,7,1,Detchd,296,10,2009,Normal,108000,2265
60,RL,8750,Reg,Lvl,1Fam,2Story,7,5,1996,GasA,Y,SBrkr,1716,2,2,1,7,1,Attchd,512,7,2009,Normal,191000,2596
50,RM,10320,Reg,Lvl,1Fam,1.5Fin,6,7,1906,GasA,Y,SBrkr,1469,1,3,1,7,0,Detchd,216,6,2008,Normal,135000,2225
20,RL,10437,IR1,Lvl,1Fam,1Story,8,6,1995,GasA,Y,SBrkr,2113,2,2,1,7,1,Attchd,839,8,2008,Normal,350000,4222
160,RM,1680,Reg,Lvl,Twnhs,2Story,6,5,1971,GasA,Y,SBrkr,1092,1,3,1,6,0,Detchd,264,3,2010,Family,88000,1617
20,RL,10007,IR1,Lvl,1Fam,1Story,5,7,1959,GasA,Y,SBrkr,1053,1,3,1,5,0,Attchd,312,8,2008,Normal,145500,2106
70,RL,7200,Reg,HLS,1Fam,2Story,7,6,1931,GasA,Y,SBrkr,1502,1,3,1,6,1,Attchd,270,2,2008,Normal,149000,2278
50,RL,17503,Reg,Lvl,1Fam,1.5Fin,6,5,1948,GasA,Y,SBrkr,1458,1,3,1,6,1,Attchd,330,1,2010,Abnorml,97500,2370
20,RL,9937,Reg,Lvl,1Fam,1Story,5,7,1964,GasA,Y,SBrkr,1486,1,3,1,7,0,Detchd,480,3,2009,Normal,167000,2972
60,RL,12384,Reg,Lvl,1Fam,2Story,7,7,1976,GasA,Y,SBrkr,1935,2,3,1,7,1,Attchd,550,11,2007,Normal,197900,2728
60,RL,46589,IR2,Lvl,1Fam,2Story,8,7,1994,GasA,Y,SBrkr,2448,2,4,1,8,1,Attchd,711,7,2009,Normal,402000,4077
20,RL,13560,Reg,Lvl,1Fam,1Story,6,3,1968,GasA,Y,SBrkr,1392,1,2,1,5,2,Attchd,576,7,2009,Normal,110000,2784
85,RL,10012,Reg,Lvl,1Fam,SFoyer,4,5,1972,GasA,Y,SBrkr,1181,2,3,1,6,0,Detchd,588,4,2008,Normal,137500,2319
20,RL,20896,IR2,Lvl,1Fam,1Story,8,5,2005,GasA,Y,SBrkr,2097,1,1,1,8,1,Attchd,1134,1,2006,Partial,423000,4174
60,RL,11194,IR1,Lvl,1Fam,2Story,8,5,2000,GasA,Y,SBrkr,1936,2,3,1,7,1,Attchd,504,11,2006,Normal,230500,3342
60,RL,18450,IR1,Lvl,1Fam,2Story,6,5,1965,GasA,Y,SBrkr,2380,2,3,1,7,1,CarPort,596,8,2007,Abnorml,129000,3401
20,RL,8125,Reg,Lvl,1Fam,1Story,6,5,1994,GasA,Y,SBrkr,1679,2,3,1,7,1,Attchd,575,10,2008,Normal,193500,3087
20,RL,14175,Reg,Bnk,1Fam,1Story,5,6,1956,GasA,Y,SBrkr,1437,1,3,1,6,1,Detchd,576,11,2006,Normal,168000,2625
30,RL,11600,Reg,Lvl,1Fam,1Story,4,5,1922,GasA,Y,SBrkr,1180,1,2,1,5,1,Detchd,252,7,2006,Normal,137500,1880
60,RL,8633,Reg,Lvl,1Fam,2Story,6,5,2005,GasA,Y,SBrkr,1476,2,3,1,7,0,Attchd,540,2,2009,Normal,173500,2214
70,RH,6629,Reg,Lvl,1Fam,2Story,6,6,1925,GasA,N,SBrkr,1369,2,3,1,6,0,Detchd,300,7,2009,Normal,103600,2041
20,RL,11250,IR1,Lvl,1Fam,1Story,6,6,1977,GasA,Y,SBrkr,1208,1,3,1,6,1,Attchd,546,6,2006,Normal,165000,2416
20,RL,14442,Reg,Lvl,1Fam,1Story,6,7,1957,GasA,Y,SBrkr,1839,2,3,1,7,2,Attchd,416,6,2007,Normal,257500,3316
20,RL,9200,Reg,Lvl,1Fam,1Story,6,6,1965,GasA,Y,SBrkr,1136,1,3,1,5,1,Attchd,384,7,2008,Normal,140000,2272
160,RL,2289,Reg,Lvl,Twnhs,2Story,6,6,1978,GasA,Y,SBrkr,1441,2,3,1,7,1,Attchd,440,4,2009,Normal,148500,2296
70,RM,9600,Reg,Lvl,1Fam,2Story,4,2,1900,GasW,N,SBrkr,1774,2,4,2,8,0,2Types,779,5,2006,Normal,87000,2869
30,RL,9022,Reg,Lvl,1Fam,1Story,5,8,1924,GasA,Y,SBrkr,792,1,2,1,5,0,Detchd,240,5,2009,Normal,109500,1560
